payloads,distances,joules_available,energy_used
0.824,32961,181440,589005
1.112,56068,138240,1239482
0.392,55235,759520,769454
2.648,49362,710560,1231245
1.256,36412,779040,791104
4.04,54766,776000,1774459
3.368,44119,853440,1275900
4.28,78258,31040,2266204
1.064,98957,1114560,1795452
3.224,82822,808960,2128094
4.568,65602,977760,1653042
0.296,92167,264960,1359800
0.632,45729,76640,824633
4.04,50153,623040,1411061
3.608,40318,700160,929936
2.264,96402,1295840,2137676
3.272,43769,1509600,1013808
0.776,73876,1428640,1120815
5,50342,1296000,1232747
1.688,58091,790720,1345432
1.88,88485,1112640,1735347
2.648,88324,1441120,1929277
2.936,80589,1211040,1791126
0.92,92762,440000,1659580
1.16,59673,979840,1371107
0.92,32730,1436000,596941
1.544,60926,1324640,1139844
0.536,65112,1101920,1324673
4.904,99678,1418720,3443791
2.072,74835,1210400,1582358
1.448,65406,759040,1250173
3.224,50251,1049600,1667834
0.68,65574,276800,1044731
1.4,79280,1350880,1432290
2.216,36153,1385120,915409
0.488,32828,387360,722886
4.52,87995,1336160,2147999
2.504,78916,877760,1486268
2.888,85230,812800,2333059
3.992,39149,953280,1206731
0.536,75507,767520,1324274
0.248,44749,1449280,669441
2.744,32443,956960,782749
2.648,56278,1069920,1203206
2.36,88982,1322240,1800044
4.712,90151,140640,2725667
2.456,80946,793760,1903190
0.728,89598,364960,1862816
0.392,46548,236800,708248
3.848,70978,89280,1754433
0.824,40199,248640,655789
4.28,53184,815520,1364730
0.728,46261,1195040,926496
3.608,61360,925760,1862817
2.504,33150,939360,728357
4.712,80617,644800,2077290
0.968,81387,829440,1600275
3.176,33409,1372160,868731
0.392,62088,1565760,984318
3.656,42047,62880,1092246
2.648,72756,1546400,1777084
4.568,97984,879840,2708078
3.368,34844,164640,974612
3.32,62725,1267520,1558280
3.08,72567,1535200,1720108
0.344,89584,788000,1397476
3.656,67394,1096000,1409343
1.256,30497,1331360,623328
2.6,40843,1526720,1078884
0.872,51000,102720,1074003
2.12,73897,376000,1531127
0.92,36174,227680,653036
3.416,66323,549120,1925816
3.08,96780,1052960,2794425
2.552,66379,1140800,1971655
0.536,72441,123840,1130461
1.304,40962,801760,664370
1.352,52036,1435680,1115160
1.88,30910,260160,707252
4.04,98992,1464800,2691842
3.464,83977,22880,2196326
1.784,53471,1519520,1206919
2.6,84936,368160,2161758
1.64,98355,1100800,2491203
2.888,32702,721600,883831
2.408,61143,823520,1450272
0.92,58217,1062080,1158416
3.368,73022,112320,2108987
2.168,71748,1548640,1629829
1.208,80365,63360,1438178
1.256,92545,761920,1341219
2.264,68731,1317120,1618171
4.52,59750,248000,1794973
0.248,44868,1027680,563615
4.136,65084,1304640,1712028
0.92,53310,383840,1222724
3.992,51546,616960,1478903
2.936,67198,1193440,1500729
2.024,87715,457920,1867429
4.76,99531,296800,2683839
1.256,41039,35200,843963
2.12,31582,801760,767572
0.968,83018,1067840,1520681
4.424,55298,1187040,1889208
0.728,67779,1176320,1188122
2.456,97067,691680,2274804
0.536,34732,784480,593168
2.984,79168,1549760,1523826
1.64,47752,641600,710242
0.392,57321,698560,860684
1.976,78125,128960,1884978
2.408,55725,1067200,1270134
4.952,89871,1412960,2773228
1.928,61934,1179360,1162811
2.168,35432,158240,872366
2.648,73330,89600,1821912
1.112,87708,1112960,1440595
2.12,60387,843840,1287718
0.728,37217,435040,644047
4.952,51742,904160,1240499
3.896,35621,879040,981190
0.776,74625,863680,1343882
0.968,54570,1062560,1203766
1.832,56159,313600,1252373
2.36,90361,1114080,2076952
1.304,45008,1274080,595477
3.752,69732,705280,1591315
4.712,45953,1020800,1230422
2.648,61626,1533600,1704471
2.888,84362,439520,1759661
3.656,81597,918880,2450074
1.544,34522,1280640,633416
2.36,45624,1151040,1323840
4.376,71643,1328000,2182589
1.448,88002,795840,1468967
4.04,92622,955680,2229563
2.552,53702,1593920,1403894
3.416,39744,497760,1056036
3.176,87645,48640,2218834
0.584,37007,1548640,594703
2.36,47395,930240,1229955
1.4,81380,471360,1590918
1.208,44637,83840,986793
0.248,98229,1494240,1437190
3.656,43587,348960,1125397
2.6,92748,671680,2302706
2.84,79196,141600,1718660
2.072,80085,514720,1672769
2.072,77523,892160,1407005
3.272,57146,1567520,1855358
4.472,37651,202560,980555
2.36,94680,911200,1965771
1.496,94680,40320,2183092
1.352,67324,690400,1525683
4.088,88800,636000,2992001
2.12,70425,1216320,1485628
0.872,48564,1002560,752247
4.136,35691,961280,909000
3.032,36447,1394400,1084682
2.792,77852,1357440,2185191
3.464,92587,1263360,2904953
0.872,45722,253120,831297
2.648,77110,660960,1700380
1.784,98117,670720,1921565
1.736,42845,83840,1004977
2.12,47374,1483360,997482
0.296,77341,460320,1002205
2.696,35670,1001120,973096
2.024,34795,836480,916076
1.064,63894,1204000,1227997
1.16,64426,229120,1278626
4.616,75885,57120,2234153
2.312,35103,408480,981438
3.608,71993,485280,1985384
3.176,33150,626560,699020
4.424,70082,1416320,1720294
4.904,56222,788320,1688751
0.392,51861,1361920,1003867
4.136,80435,1590080,1713500
4.52,37168,1245440,890986
3.848,86455,1580640,2205412
1.256,42425,1031200,710233
0.728,81506,5120,1405343
3.656,87225,1288800,2160728
3.512,67506,12640,2003302
3.656,70481,44800,1841525
0.536,64216,607360,1004503
1.736,31624,1032960,703936
0.872,86770,985280,1680521
3.512,73526,744160,2213804
1.448,82885,1146720,1641897
2.264,63663,975360,1506711
2.264,79504,4640,1858515
3.896,85321,173120,2245933
4.52,83522,613440,2325744
1.16,78279,1087680,1375610
0.584,55970,940160,1006845
3.896,54878,787200,1509872
0.824,42852,56960,750572
2.408,45330,1459840,1217177
2.792,30483,774560,783133
3.272,81093,1370400,1853688
0.968,84670,79680,1712699
3.56,66813,904960,1744893
4.616,39975,1465920,1052565
2.312,47724,1300160,1174973
1.304,91446,816960,1525825
0.44,93658,714720,1083503
3.032,81632,1524800,2291744
2.984,85034,224000,2098986
4.28,88604,1059680,2513464
3.992,44616,52000,1336778
4.904,99797,428320,2877641
4.664,85825,838720,2804984
2.696,74548,1056160,2045978
0.488,45246,873760,811971
4.04,60205,794080,1701027
2.216,37833,946880,912231
0.296,37119,1262720,512874
1.208,40885,304000,834237
1.64,47087,739040,1235614
3.896,42264,930240,1345478
3.176,51014,1113760,1541916
4.952,31302,984000,980360
3.128,88219,1220640,1928881
4.856,65434,1195520,1788485
2.408,76711,1375040,1627847
1.448,80547,38560,1221730
1.16,59533,1075840,1155814
3.224,62375,1240160,956473
0.248,48837,613280,853684
4.232,82437,30400,2678888
3.176,31862,173760,800402
3.992,72532,78720,2458862
3.272,73757,548960,1713242
2.792,99195,643040,2399121
3.272,68199,503360,1702991
2.312,88926,620320,1885973
3.08,73491,79040,1975550
3.704,81401,1267520,2044189
3.272,92055,874720,2580292
2.456,60135,631680,1406238
4.088,95590,265440,3413341
1.448,81639,170240,1491602
1.208,90872,1458560,1531025
3.896,80841,198560,1624752
0.632,68115,985120,1307151
3.848,97130,203200,2883357
2.36,52876,221440,1317244
4.712,96822,529280,2638435
3.8,77670,596320,2386619
3.944,46842,1140160,1158437
2.552,74968,557120,1673655
3.56,40220,1215680,984684
1.88,49971,1582080,1227736
4.424,52218,154560,1412791
4.856,84586,1234560,2149519
1.736,46030,178240,995992
0.68,65098,305920,1082161
4.088,42635,835040,1188465
0.92,30336,29760,530557
2.408,50160,476960,1317110
1.928,49817,777280,1174807
4.28,58616,1116160,1932045
0.296,91243,211200,1363322
0.872,57979,250720,1015766
2.552,48753,1057760,1196343
3.704,73876,1290400,2377144
0.776,48081,847360,941408
1.016,94477,311040,1845131
2.744,47290,114400,1314374
1.976,44826,17760,1054338
0.536,36692,1142400,574806
4.664,37658,599520,1222310
4.232,87624,724960,2577294
3.32,93203,139200,2383280
4.232,73008,655520,2470629
0.296,84537,1009760,1181887
1.784,35887,758560,769886
4.28,37140,763360,1015987
2.84,37210,151200,971598
4.568,71265,303200,2145459
2.264,72581,857600,1748781
0.2,87288,293120,1386110
4.808,34333,146880,1087376
1.4,68297,903840,1381359
0.872,82444,192480,1548985
2.12,61927,1322080,1445129
2.888,65070,1120160,1528290
4.664,47227,1456800,1320823
2.936,85846,1352160,2398033
3.608,73386,1553600,1961771
2.504,30693,432000,722726
0.488,33976,702240,509915
4.904,75157,1564160,2143120
1.256,43181,296160,940389
3.56,42362,9600,1288573
3.848,71426,579680,2323331
3.752,36531,549760,1102981
4.664,90844,1252320,2204972
0.344,76977,1530720,1153993
4.184,57860,834400,1748038
3.512,35565,1204800,859378
3.752,52344,418720,1329999
2.504,50678,155680,1324948
4.808,72791,598880,2037066
0.584,68934,1418720,1326631
4.712,41858,34560,1341303
1.976,46723,960,1130581
1.112,62480,775680,1396103
0.92,96003,60960,1378949
4.184,79119,246400,2299790
1.784,58511,785760,1413738
3.992,39779,1390720,1139938
0.536,48949,865760,820589
0.728,44693,266400,783654
3.08,53177,917440,1401639
2.6,69445,663840,1761524
3.32,43384,659680,1100001
0.392,31162,1581760,553181
3.992,66309,968000,1790031
0.536,68815,25600,1015606
2.264,40850,533280,1052984
1.736,78055,727200,2083740
3.224,36895,1461920,1053237
0.92,50153,708160,998988
4.856,34200,573600,1022961
1.112,82542,397440,1480695
1.4,83361,481120,1932463
0.872,57412,1072640,1109521
2.456,86182,592640,2053995
0.296,66022,634720,1095516
3.32,42782,1328320,1221336
1.496,70586,1473600,1497549
2.12,54787,869280,1100916
0.44,59477,670240,858017
4.616,62585,1579840,2276407
4.664,54409,1524640,1918741
1.592,31785,74880,622999
2.216,43440,1198400,1026099
4.952,50188,891360,1563483
3.08,46709,752160,1231076
0.248,55697,435520,882368
0.248,33178,96640,556710
2.744,65371,781600,1266165
1.4,65728,1341280,1657803
1.208,84005,777760,1720710
0.776,91474,1597440,2086421
5,93714,27200,2750644
2.408,51910,378080,1057257
3.464,30868,1072640,835240
1.976,60408,976160,1315656
4.28,50587,1468480,1540177
1.064,53324,1555680,900291
0.584,36202,1091520,714882
1.832,79840,910720,1803958
0.392,81324,1036640,1374192
0.92,73729,976480,1189245
1.112,78776,324960,1038602
3.656,33829,635840,1013745
1.4,59799,1335840,1201632
4.616,42376,910400,1396903
2.936,63880,281440,1751349
1.16,42705,1282560,809008
3.08,44903,1227200,1104782
0.632,78209,104320,1191934
0.344,56278,1522240,876326
3.704,42131,1474080,1146097
1.496,81499,271360,1574351
4.568,92671,753120,2775814
4.184,58938,1494560,1686269
4.712,85860,1058720,2660909
4.376,86385,290080,2736724
1.976,95324,302080,1731237
0.488,82941,1406560,1159703
1.16,64055,781760,1247612
0.824,80904,1233600,995533
0.68,46338,14720,881136
3.224,55109,819840,1597931
3.224,77327,1335040,1734230
0.872,55886,168960,947623
1.88,40108,251840,994273
3.56,91565,1024800,2113817
4.136,67114,1323840,1765616
2.504,51021,202560,1191485
1.304,61255,1009760,1137703
2.456,84159,941760,1658135
4.232,38309,1299040,1117418
4.184,71951,805440,1843606
1.4,30448,853280,777280
3.752,50566,826720,1284179
2.888,71797,1494880,1389921
4.664,36664,1221440,1280337
4.088,31505,766240,860909
3.32,94918,1293120,2934242
3.416,48466,1013760,896916
0.68,72287,1290400,1475691
3.56,50125,633120,1350421
1.832,35964,246080,856767
3.512,45372,1314240,1256686
0.872,88240,1261920,1862256
3.224,69452,1551840,1840515
0.824,42978,27680,641148
1.016,72721,757600,1184924
1.016,58840,1477760,969040
0.968,77166,669120,1260687
3.416,94372,1393440,2231827
1.304,42691,1402400,751500
0.536,57279,1432160,1115854
2.744,30483,412320,775015
2.072,90536,1519360,2131034
1.832,32079,1098720,799526
1.208,71895,1372640,1486965
3.56,58945,1264160,1546604
1.64,88023,15520,1842025
2.6,82052,800160,2125808
2.792,38974,14240,958797
2.648,60597,1339360,1434695
1.784,82164,390240,1833136
1.064,41522,1351360,916867
3.032,56551,1578560,1469708
3.8,95135,306720,2217762
3.608,39688,72800,977013
4.76,61220,828320,2213782
1.688,54808,1442880,1383526
0.776,78692,1024160,1409896
2.072,55795,299200,1319771
0.632,58679,412800,1150877
2.024,45547,898240,1104571
1.352,76424,70080,1181039
0.776,61297,909600,892877
3.944,80218,928960,2490302
4.424,88639,579040,2398004
3.8,77285,1131840,1745396
1.736,39527,1526720,766987
4.136,89178,1151040,2778330
2.024,86882,442560,1812641
1.208,96465,1522720,1690256
3.176,59050,795360,1397143
3.656,71650,731200,2344110
4.904,98817,1265440,2870021
1.592,80008,345280,1483140
1.448,64650,608800,1183990
4.28,70488,911680,1961171
1.16,79112,1415360,1757244
1.352,55403,855520,1197068
4.664,64412,148640,1900500
0.68,39912,704960,681949
2.984,94484,1550880,2297597
1.304,57601,1479360,1357449
4.52,38246,1421440,1043767
2.984,81527,1116960,1986576
1.016,67975,112480,1375902
0.632,83312,580480,1541687
0.968,57027,1071200,1023138
3.032,73260,1230080,1761231
3.944,71685,211680,2287635
5,30553,1266720,971303
0.488,37105,350880,730200
4.52,87680,840800,2445888
2.024,74331,1391520,1721007
3.224,75409,321280,1835380
2.984,53604,168000,1361563
3.272,98572,1442720,2464912
0.248,37196,548320,555789
1.928,78398,102240,1903366
4.664,69018,426720,2415329
3.896,67002,405600,2034096
3.416,53716,1404000,1680493
2.36,35138,1380320,777048
0.488,33115,1031520,508673
4.184,84999,890080,2172859
2.216,36272,1181120,919273
0.728,88940,1405600,1597754
2.216,56194,436480,1185937
3.56,56866,83200,1090147
0.44,69277,1251840,1244916
4.472,68710,1590400,1755839
3.992,73372,869760,1967995
4.136,49194,895680,1360140
0.776,32681,1268480,439456
1.544,55557,192000,1117418
4.808,71713,1559680,2167483
1.016,73680,767360,1296955
4.616,92678,1169440,2757328
1.256,94470,810240,2026597
1.496,92741,1470720,2048926
2.408,31498,360800,819143
0.44,66519,1115840,1057608
4.232,44525,414080,1289954
3.704,94281,310400,1928955
1.64,75990,177120,1580241
4.856,64076,140800,1798648
2.408,99356,1593120,2223186
1.064,64328,340000,1442906
4.664,83620,1075520,2588137
3.08,30819,1459840,673020
0.536,66421,185920,1304828
3.704,88156,944160,2688692
4.52,49026,1010080,1562056
4.136,51840,1580960,1496478
4.52,53030,184160,1296290
3.128,88527,1579520,2157983
4.664,98026,156640,3152822
4.04,96927,1386080,2706248
1.88,62550,1364160,1349851
1.544,97711,699840,2037689
3.128,50258,730080,1189849
4.184,30987,1456640,902084
1.928,55158,1438720,1165756
4.664,53597,143520,1765651
2.648,88359,580480,2005778
2.024,76382,800160,1576778
4.424,85993,28160,2287536
3.896,45078,1079680,1325339
1.496,48767,236000,1071278
4.808,31001,522080,875340
1.16,84467,471200,1807091
2.504,71027,818080,2356379
3.752,42068,367680,1179871
2.696,36755,1000000,986419
1.784,49341,541920,1237119
3.464,43790,1426080,944331
4.568,91271,794720,2210210
2.456,34347,69120,702043
3.032,45995,1401120,874119
2.6,96794,369120,2087768
1.208,85972,861280,1669347
3.656,31036,407680,940837
1.448,79399,686400,1642691
3.896,83515,226880,2655630
1.928,73799,123200,1582086
3.464,32079,172160,757407
0.392,35768,595680,639434
1.928,71944,250400,1593917
3.608,47962,20320,1052143
1.496,73638,601760,1063464
2.648,66680,111360,1856646
2.264,97823,812480,2033847
2.84,31876,696160,822523
1.88,51469,846720,1189556
0.968,55851,950240,1020423
4.28,36356,1542880,884873
0.68,61724,1248640,978735
0.92,56782,1215520,1057848
4.328,55193,766720,1465245
3.416,48676,242560,1292926
0.632,72161,858720,1331546
4.088,93294,555840,2702235
2.216,99118,250080,2161760
2.456,88177,1484160,2029262
0.536,42663,311520,856934
2.6,53366,1395040,1329078
4.376,56481,379200,1766916
2.6,72532,1179360,1636774
0.632,69690,729920,1072671
2.12,76172,1376800,1800631
4.952,43804,905760,1376297
0.584,91572,717440,1790344
3.224,45099,1584480,1277789
0.776,79287,787360,1332091
4.376,92895,437600,2555185
1.352,47864,833120,1018470
0.776,72364,133280,983631
4.568,64846,1581920,1799616
0.632,82773,461920,1464922
0.44,59848,1245440,909205
0.632,40248,1400960,676882
3.08,37322,1525600,826332
1.304,55641,970240,1083722
1.448,93210,905440,1917930
4.952,33486,356320,935007
1.304,33010,640320,637139
3.752,56460,312160,1631202
0.632,39828,4320,632286
2.504,86238,1410240,2580806
3.8,62431,1200640,1834810
1.544,79679,1350240,1497048
1.304,61605,561280,1227310
4.424,78629,439520,2111298
2.792,71139,1213600,1736995
1.448,85601,58400,2063273
1.832,98845,6880,2376304
4.136,63887,1423680,1679951
1.016,37770,1019040,644497
1.352,93931,1362880,1632674
0.92,99608,473120,1487093
0.776,75787,595520,1269908
0.728,72798,1227200,1128498
3.704,70565,1054080,1966127
2.744,47843,343680,1120859
4.28,87470,1271680,2293719
0.968,41508,859360,651209
3.224,81156,1314720,2015298
3.08,69662,1588000,1966949
1.976,50510,240480,943856
2.936,43713,329600,1040049
4.28,97970,1197600,2775461
2.12,92902,546560,2018866
3.848,55956,146080,1592891
1.256,43293,850720,804732
0.728,38435,60320,771959
2.744,71944,1246400,1746565
4.136,70460,241120,2150054
4.232,96416,300160,2304578
2.696,35558,743200,743134
3.272,75143,1451840,1784074
4.184,97088,693120,2986060
3.56,32121,174880,624557
2.504,74072,370240,1546478
2.936,79399,505920,2053986
2.552,76949,222560,2157569
3.704,87498,339200,2408610
3.368,55781,1302400,1441599
1.64,40206,807840,769306
4.136,93378,1161600,2756536
5,89990,454080,2360639
2.984,74737,139680,1523340
3.608,92797,1125920,2094687
4.424,76872,710720,2375881
4.376,55193,1309120,1723546
2.648,57216,389280,1259287
4.76,65868,1224000,1833638
0.44,82066,470720,1241446
0.488,67520,1219680,1543936
0.344,61759,1302080,1142688
0.872,62760,1133280,1136833
0.2,60044,1145280,783488
1.304,68521,1446240,1518072
0.488,79623,1310080,1323955
4.184,70460,440960,1870689
1.688,55543,439040,996373
2.456,79259,547520,1898294
1.304,70838,603360,1035278
4.28,57531,1159360,2046485
3.752,61738,997440,1708161
0.872,43237,925280,740293
0.968,81982,1322080,1182528
1.736,87092,891040,1887905
1.208,51133,222560,930031
3.992,51308,936320,1625331
4.184,83389,685440,1953272
2.84,37189,103840,1110484
1.688,45610,1366400,981458
1.544,92405,1431680,1821390
4.904,69928,628320,2428803
0.776,86119,333120,1224191
1.976,89976,28960,1935514
0.872,97109,47840,1691064
1.832,38750,1427040,726864
1.352,85475,230400,1506527
3.032,32646,840800,885586
2.456,99797,1166400,2029612
2.6,39618,1445280,881918
4.856,77516,1457280,2241926
3.944,56663,320,1691701
3.176,89878,181920,1868004
3.224,61514,36960,1514760
3.608,91432,472000,2325277
0.872,54689,827200,997259
4.664,69235,775040,1897237
1.016,53478,1515040,1160876
4.136,86042,792480,2259088
1.4,61122,417600,1283780
2.36,97970,1583680,2546396
1.64,94484,635840,2250397
4.472,72861,197440,2240493
2.744,89857,1588320,1883711
3.992,70208,1496000,1965420
0.536,76599,560960,1183118
4.568,46527,1243840,1550539
4.568,69452,860000,2007408
3.176,70775,869920,1737573
2.648,41382,851680,912655
2.888,73302,60000,1447532
2.84,61129,1297600,1784969
4.76,32828,1107200,960652
1.304,83522,1153120,1453461
1.832,55060,412960,1137794
0.776,35698,1432800,572134
1.88,36552,318240,797853
1.784,52470,974880,920420
0.92,81142,518720,1858385
4.856,42229,680320,1181334
3.272,55466,682880,1468223
3.464,70369,101120,2041355
2.12,48669,520320,1138992
3.8,83158,691040,2092781
4.76,88142,976000,2317394
3.608,83655,827200,2142124
4.472,41564,932480,1229357
